Date,AL_Predict,AL_lower,AL_upper,AK_Predict,AK_lower,AK_upper,AZ_Predict,AZ_lower,AZ_upper,AR_Predict,AR_lower,AR_upper,CA_Predict,CA_lower,CA_upper,CO_Predict,CO_lower,CO_upper,CT_Predict,CT_lower,CT_upper,DE_Predict,DE_lower,DE_upper,DC_Predict,DC_lower,DC_upper,FL_Predict,FL_lower,FL_upper,GA_Predict,GA_lower,GA_upper,HI_Predict,HI_lower,HI_upper,ID_Predict,ID_lower,ID_upper,IL_Predict,IL_lower,IL_upper,IN_Predict,IN_lower,IN_upper,IA_Predict,IA_lower,IA_upper,KS_Predict,KS_lower,KS_upper,KY_Predict,KY_lower,KY_upper,LA_Predict,LA_lower,LA_upper,ME_Predict,ME_lower,ME_upper,MD_Predict,MD_lower,MD_upper,MA_Predict,MA_lower,MA_upper,MI_Predict,MI_lower,MI_upper,MN_Predict,MN_lower,MN_upper,MS_Predict,MS_lower,MS_upper,MO_Predict,MO_lower,MO_upper,MT_Predict,MT_lower,MT_upper,NE_Predict,NE_lower,NE_upper,NV_Predict,NV_lower,NV_upper,NH_Predict,NH_lower,NH_upper,NJ_Predict,NJ_lower,NJ_upper,NM_Predict,NM_lower,NM_upper,NY_Predict,NY_lower,NY_upper,NC_Predict,NC_lower,NC_upper,ND_Predict,ND_lower,ND_upper,OH_Predict,OH_lower,OH_upper,OK_Predict,OK_lower,OK_upper,OR_Predict,OR_lower,OR_upper,PA_Predict,PA_lower,PA_upper,RI_Predict,RI_lower,RI_upper,SC_Predict,SC_lower,SC_upper,SD_Predict,SD_lower,SD_upper,TN_Predict,TN_lower,TN_upper,TX_Predict,TX_lower,TX_upper,UT_Predict,UT_lower,UT_upper,VT_Predict,VT_lower,VT_upper,VA_Predict,VA_lower,VA_upper,WA_Predict,WA_lower,WA_upper,WV_Predict,WV_lower,WV_upper,WI_Predict,WI_lower,WI_upper,WY_Predict,WY_lower,WY_upper
6/16/2020,22999.19771,22681.18135,23347.21862,491.2636822,474.3636959,509.8260488,25901.32308,25505.9791,26315.38759,9211.514021,9002.292746,9423.773,142112.7134,140588.9276,143660.6589,31084.34294,30716.25964,31429.41066,49345.72771,48535.73286,50185.7397,11895.63728,11701.73552,12060.54946,10761.31073,10592.32378,10924.31065,67158.05931,66164.88364,68186.28322,56982.2386,56416.40748,57515.30854,862.8070402,738.1373378,982.923009,3228.928754,3132.798,3314.949657,152088.2717,149890.053,154190.775,41954.54464,41473.24426,42412.61991,24819.57602,24380.31189,25225.62547,12004.70678,11747.17362,12262.45958,12209.62475,12062.38999,12353.54969,45793.96186,44341.51145,47359.09937,2935.555488,2897.124063,2973.391022,67107.54841,66494.47655,67729.0031,113899.9992,112217.9497,115613.3008,64432.5604,63049.12496,65848.43735,34231.10551,33824.62063,34624.55388,19498.37883,19301.32971,19678.29305,16067.74501,15854.72424,16296.52666,533.9719755,512.0412409,554.4851667,18381.9701,18080.24295,18736.55106,10326.54128,10203.22017,10442.28716,5721.420085,5654.997703,5787.750033,176167.3527,172797.1963,179046.3322,9811.071963,9699.386962,9925.607384,397416.2937,388061.9536,407060.245,37800.55677,37227.85709,38350.31795,3390.444275,3332.518749,3449.890542,43878.70666,43324.87438,44406.29857,7960.971058,7860.875715,8059.587515,5056.159293,4981.343657,5128.04694,88642.76061,87334.53389,89835.08479,17697.72988,17384.69259,17997.78215,14382.09887,14188.89008,14588.36438,6256.374327,6147.278479,6356.40149,28508.85131,28121.9673,28879.4809,81988.87262,81165.19606,82772.87666,12202.55458,12060.38092,12344.70905,1028.270365,988.0989861,1068.345144,58219.85058,57598.59063,58871.58992,24992.07948,24540.61018,25436.53997,2393.882534,2352.057708,2438.647716,23769.08664,23497.79767,24051.99517,1071.571079,1051.931948,1091.215373
6/17/2020,23365.77502,23001.41067,23730.18873,496.0496713,477.5184347,516.0544101,26344.27647,25910.46548,26742.15194,9372.100178,9147.19428,9587.088075,144344.6898,142665.8104,146009.3214,31349.01515,30921.13467,31709.9625,49762.26568,48856.8921,50706.12167,12054.39146,11862.75479,12245.32586,10883.16408,10690.46695,11059.69397,67804.64983,66674.61481,68923.21664,57649.26674,57056.36301,58274.55476,872.9222807,762.7001259,993.5232518,3252.663292,3152.64461,3345.19284,154210.2178,152025.2846,156588.6892,42412.93859,41841.90561,42947.14274,25150.66755,24636.52469,25606.74574,12127.07349,11809.63253,12436.43059,12395.35072,12234.76167,12550.52697,46119.306,44437.47243,47856.7808,2972.498053,2930.875236,3015.559579,68064.6116,67343.04496,68750.24158,114789.8593,112669.2739,116812.5272,64916.21354,63404.56714,66478.99266,34860.45301,34423.87004,35302.30592,19781.8517,19562.47638,19971.91212,16218.25466,15952.94977,16462.98553,535.3913827,511.5437564,558.8431641,18635.91087,18284.30528,19026.22719,10428.73669,10285.74498,10556.64336,5789.821092,5707.518039,5864.069547,177076.0189,173108.5105,180399.5227,9949.835957,9829.73412,10086.67088,399091.082,388471.2492,410407.9567,38376.30596,37807.36019,38991.64452,3437.405651,3377.096485,3495.747301,44387.02253,43789.82084,44946.86025,8055.796982,7943.366248,8166.46868,5102.390877,5018.179526,5179.892069,89415.76897,88012.50916,90916.75059,17850.15907,17493.59862,18182.9203,14557.27061,14364.81184,14767.42718,6336.088095,6218.406158,6444.286924,28920.06573,28483.70746,29315.9239,83194.47424,82281.1587,84102.88363,12354.70909,12208.79362,12512.48176,1030.524543,983.4964318,1080.319204,59193.31519,58528.01309,59896.42627,25189.45717,24698.47803,25693.64601,2423.471153,2376.509351,2473.456667,24133.23793,23833.59361,24444.79133,1081.063955,1060.743875,1101.823117
6/18/2020,23740.17856,23363.68412,24118.22074,499.3796709,479.4958398,519.604513,26788.92056,26343.89134,27194.45517,9515.477317,9289.155832,9758.091536,146467.209,144684.5942,148211.7745,31636.35493,31133.40539,32074.24586,50171.67761,49173.73236,51240.39523,12187.90053,11988.76602,12364.34015,10995.72583,10784.87803,11174.53383,68561.04938,67198.24827,69887.07179,58300.84287,57605.59268,59009.09711,878.3864688,760.4018727,996.5364918,3290.104279,3169.353678,3405.409988,156009.7482,153468.8762,158532.7899,42897.12909,42293.20951,43502.70885,25491.09967,24932.03549,26020.11546,12271.53665,11903.60148,12611.63641,12545.67894,12369.43247,12702.70049,46617.52433,44693.84381,48608.95121,3015.880943,2969.211553,3063.172913,68975.43145,68157.01435,69723.39884,115765.9176,113517.6718,118024.3585,65391.72971,63728.33505,67274.30393,35463.04908,34931.41662,35930.99388,20058.89355,19833.52504,20268.02267,16395.43368,16093.80856,16682.62345,538.8329579,510.8652361,564.2247455,18916.06113,18523.7029,19364.56343,10549.2629,10389.8811,10696.21068,5860.649344,5773.693984,5943.368859,178102.5418,173682.9802,182022.3166,10081.28711,9950.591319,10231.25719,400619.4708,389265.85,413161.4049,39075.68535,38466.99364,39761.67312,3488.87608,3424.485972,3548.502146,44904.97834,44206.8277,45528.91819,8152.30646,8032.83552,8280.058766,5160.819953,5065.193309,5245.874934,90204.20421,88608.54651,91835.03237,18028.16581,17671.61343,18379.04654,14739.98282,14517.47871,14968.39025,6413.742378,6287.019197,6528.811188,29277.47952,28868.42231,29714.4563,84448.94872,83381.83539,85472.3491,12523.75231,12364.80711,12699.97275,1031.279487,979.028474,1085.063586,60059.36631,59328.25077,60837.42148,25442.18438,24901.42413,26036.73156,2456.596667,2405.747411,2509.241699,24533.68673,24211.17792,24861.38007,1091.659062,1070.738225,1112.786124
6/19/2020,24107.96256,23729.87867,24535.6337,502.1346541,480.0216853,524.3246564,27218.91387,26784.58611,27686.04952,9693.501174,9464.259278,9939.386711,148610.7594,146526.2944,150551.5479,31958.6738,31407.43878,32463.01299,50579.94435,49482.55438,51723.98576,12328.73742,12098.79185,12534.0444,11126.33993,10899.05246,11330.11568,69383.50705,67797.43963,70893.63403,58997.94986,58200.50811,59800.43369,885.0717157,755.3480904,1009.760766,3325.537352,3204.841326,3455.717437,158102.9447,155236.9738,160965.8821,43405.2238,42702.22043,44077.8515,25844.36759,25196.27,26460.60937,12421.2599,12043.59597,12799.36967,12716.59124,12538.48648,12894.91849,47053.42615,44898.80444,49250.73073,3061.75092,3006.263498,3114.541369,69983.04469,69049.57168,70878.31955,116776.9868,114242.3005,119265.5531,65894.74054,63892.3649,68081.62567,36083.62785,35480.33132,36601.31409,20343.57579,20077.16814,20588.53602,16563.56683,16237.81181,16892.09029,540.255017,509.2657918,569.2299264,19216.24507,18771.36735,19719.79177,10664.89128,10489.45478,10824.11758,5935.274904,5836.278467,6028.751733,179020.5249,173640.5063,183442.263,10228.91685,10070.51529,10394.59334,402143.3929,388469.4856,416388.1175,39734.61187,39093.2321,40479.87459,3538.042622,3469.927012,3602.487966,45462.85414,44686.91254,46123.21889,8249.933079,8115.359935,8383.117686,5209.132555,5109.342623,5310.703993,91044.84135,89150.61502,92854.74278,18203.63839,17810.75099,18616.95616,14924.24143,14697.11642,15167.64167,6489.534847,6364.59682,6609.954681,29633.23377,29176.41503,30105.50695,85739.96125,84570.42869,86939.1174,12706.41994,12553.65869,12868.96946,1038.482529,978.3215087,1099.876356,61078.39941,60279.12694,61928.36701,25682.7407,25031.37635,26346.7846,2486.599437,2433.564539,2546.873917,24943.126,24613.90109,25300.56322,1101.744057,1076.966521,1124.218094
6/20/2020,24468.86785,24045.85582,24914.58431,503.5643028,480.8187416,529.8296089,27584.27392,27077.59783,28061.99168,9795.423639,9563.043028,10040.59702,150512.7804,148374.3658,152686.6642,32334.5285,31708.86747,32889.27009,51082.30108,49863.65426,52396.023,12507.25619,12269.85256,12725.07646,11281.03086,11016.21265,11519.47948,70114.20417,68379.98886,71715.54365,59642.56185,58782.5786,60561.23971,900.4199941,774.001218,1019.411157,3350.425525,3214.505222,3484.736438,160578.5215,157590.0423,163625.2788,43954.41478,43159.88542,44716.64249,26228.26667,25495.30751,26902.66267,12607.93931,12164.33064,13050.16109,12881.03627,12680.87468,13078.02915,47470.03848,45056.97018,49860.62298,3107.339052,3050.077423,3162.364943,71067.10673,70046.88276,72040.74352,118018.9188,115332.1921,120776.2248,66471.93512,64314.319,68815.22632,36798.40024,36199.63606,37370.00817,20648.30266,20377.27922,20921.36306,16732.45137,16368.33975,17105.05899,541.0810501,506.3190359,574.3090225,19545.08408,19039.62257,20081.65578,10787.10244,10601.65566,10960.96574,6017.193906,5909.657527,6113.064809,180238.5333,174251.4309,185451.8998,10364.07921,10203.23598,10545.30827,404592.162,389804.8038,420595.7636,40377.74004,39639.50834,41120.01002,3601.850147,3533.158579,3668.622011,46099.64483,45272.32026,46908.51531,8347.396428,8189.395231,8503.418237,5257.057593,5145.533524,5372.642457,92077.97523,90034.33443,94103.66593,18430.84738,17973.592,18869.22426,15124.76174,14875.46859,15391.5461,6590.75059,6466.160221,6713.198578,30001.15798,29487.60192,30510.85913,86818.42409,85528.51486,88162.31668,12869.2439,12701.98638,13052.05623,1041.911595,975.2978344,1109.387931,62049.6634,61122.66982,63005.62104,25900.87859,25137.68326,26631.91466,2516.226971,2462.101601,2578.246827,25343.39426,24983.17564,25752.23123,1114.378573,1091.169558,1136.569833
6/21/2020,24830.37367,24379.8554,25271.38857,506.7255375,482.7417464,533.7318267,28035.24292,27528.92396,28566.76187,9930.408213,9692.873866,10171.69356,152690.5147,150362.1108,155091.3986,32775.05012,32082.39585,33371.07961,51453.61278,50123.61821,52839.13368,12638.28501,12387.02016,12868.24437,11414.60397,11133.83351,11675.16208,70847.39708,68942.91017,72619.70082,60221.29881,59302.14051,61210.94797,906.0062515,773.0184652,1026.569353,3373.586541,3222.379556,3517.839781,162629.7318,159524.7829,165921.2953,44477.60947,43616.0634,45304.68941,26593.34149,25822.85985,27319.93939,12725.88108,12231.45519,13202.11475,13052.19335,12848.29139,13262.1153,47792.08919,45054.72419,50401.27891,3150.13214,3085.620903,3213.456798,72044.94081,70900.76477,73048.79813,119046.009,115903.6364,122094.3199,66871.38852,64504.43201,69453.99233,37463.44048,36768.26516,38151.28983,20952.77625,20657.76106,21228.05323,16884.54061,16499.17962,17284.51689,544.7478011,505.8425999,580.3653252,19844.93816,19305.60122,20442.19347,10907.13668,10695.10503,11105.11175,6088.633582,5968.990344,6191.237028,181337.6875,174571.6802,186911.0185,10499.69651,10313.60651,10698.61911,406661.8675,390017.7377,424418.5247,41039.37244,40247.9614,41851.19259,3653.921006,3577.625253,3729.125882,46685.37882,45754.61364,47560.93491,8440.369798,8271.99934,8608.75034,5323.193244,5202.673367,5451.785459,92829.77387,90498.72663,95024.81556,18616.04571,18098.8474,19095.13137,15321.46851,15056.46408,15598.93956,6681.527186,6546.114439,6809.913128,30419.47507,29903.2823,30948.8184,88019.11918,86568.70078,89390.0457,13052.48542,12874.05334,13264.47618,1045.21458,971.5562785,1120.646649,62990.94814,62012.93628,64076.49793,26156.63746,25334.06638,26969.29423,2545.096888,2481.833494,2606.675894,25756.62981,25354.48987,26187.92627,1124.712813,1099.938728,1149.614619
6/22/2020,25195.80498,24724.96353,25723.27103,509.8377076,484.2557869,537.4770195,28440.68863,27908.14061,28955.02476,10093.50689,9824.718669,10359.10797,154693.0735,152186.7463,157478.7342,33035.17624,32305.24434,33690.66814,51963.9265,50490.85838,53569.09179,12797.97212,12535.86056,13027.7449,11535.6606,11229.31728,11823.0215,71583.69699,69471.83207,73535.78742,60837.83659,59818.77542,61931.22876,910.0883151,785.4476954,1034.250992,3391.157126,3230.431642,3557.979202,164584.3201,161093.3987,168387.0057,44951.88612,44012.55025,45873.03308,26932.24792,26064.33597,27703.84052,12841.80916,12313.13288,13364.57753,13159.953,12929.70911,13387.92779,48171.20424,45235.97961,51124.58286,3194.053241,3124.301338,3263.347179,72985.20099,71750.03683,74129.92611,119851.9243,116408.9195,122978.2572,67316.47226,64628.22583,70134.56725,38088.78241,37314.01818,38830.52875,21204.75836,20886.42679,21507.95855,17060.65287,16624.33713,17516.40375,545.4337781,503.2700078,585.6253008,20098.79487,19514.03124,20755.90506,11026.80006,10799.087,11248.75514,6169.000306,6036.49679,6291.519291,182474.3379,175381.2325,188547.4261,10625.96062,10416.84566,10836.2495,408142.4292,390330.6623,427780.7376,41663.11348,40883.04622,42540.41237,3702.599198,3628.466103,3779.440582,47224.48532,46230.27976,48199.21161,8524.170427,8340.402347,8706.847089,5366.455436,5233.160107,5497.501247,93579.18449,91067.76365,96034.96264,18777.88818,18234.23945,19313.59811,15520.41662,15226.94045,15831.02369,6757.200334,6611.464451,6903.298694,30734.81142,30163.5397,31318.39019,89178.0371,87646.32233,90830.02513,13224.9939,13021.25515,13455.09218,1048.032146,970.0057358,1130.584888,63899.68652,62794.8066,65121.43338,26386.87626,25471.51406,27245.48889,2573.040241,2503.259609,2644.799062,26110.40108,25679.83993,26579.82398,1134.065211,1106.453741,1160.073472
6/23/2020,25573.77585,25020.59917,26120.80613,512.7919804,483.1889888,543.2867305,28800.95665,28224.21475,29373.79462,10219.15897,9968.456855,10484.59129,156775.5428,154030.356,159574.3327,33325.44569,32514.02263,34050.28259,52380.50676,50747.83695,54105.44122,12953.04961,12661.88618,13218.94557,11651.18174,11325.77487,11949.94151,72322.16714,70089.11504,74490.54914,61570.2371,60452.41829,62826.02455,916.4080414,798.0970507,1035.742603,3420.817495,3230.19225,3598.612567,166424.927,162562.9164,170272.6177,45413.70256,44365.72156,46407.86088,27278.93454,26342.82299,28121.27647,12991.93476,12416.15035,13574.27147,13323.69442,13057.93379,13574.01358,48533.25542,45409.40324,51805.48435,3230.466801,3154.232906,3305.342055,73875.52559,72497.23934,75119.82396,120908.1801,117075.5354,124552.1402,67727.09548,64670.80173,70900.87564,38704.8241,37895.5149,39475.87842,21463.4805,21114.76861,21815.97126,17256.27492,16803.9677,17752.40412,548.2129137,504.0194976,592.5586835,20363.45027,19686.27854,21070.51852,11132.66807,10875.16533,11377.59966,6234.64791,6096.125006,6362.624861,183415.0384,175470.515,189951.7408,10759.93762,10532.57076,10994.31077,409443.9889,389030.718,431036.8773,42294.04553,41386.72598,43208.88532,3748.949218,3667.903758,3824.77391,47747.01005,46646.02799,48789.10279,8614.762143,8413.713253,8815.765177,5417.800123,5271.532936,5556.640122,94313.61548,91569.20729,96977.85821,18945.36327,18357.25609,19527.82495,15700.64787,15385.54381,16043.42329,6824.317573,6674.582507,6973.380624,31116.70983,30495.84133,31737.16761,90257.38011,88589.14585,91930.83634,13380.26222,13173.83061,13611.89909,1049.322311,960.9144239,1142.897539,64869.36201,63617.40611,66173.33816,26591.93557,25602.39902,27522.08547,2597.220541,2529.209081,2668.637963,26445.24323,25978.40543,26947.17846,1149.585239,1120.136662,1175.960421
6/24/2020,25940.35316,25391.23505,26537.02727,517.5779695,488.0224021,549.9493116,29243.91004,28624.57638,29843.01748,10379.74513,10112.54728,10658.39435,159007.5192,156083.6209,161997.45,33590.1179,32703.24173,34383.88738,52797.04473,51017.1087,54682.45485,13111.80378,12793.36249,13397.46785,11773.03509,11411.67689,12090.79923,72968.75765,70493.24857,75328.0178,62237.26525,60994.82438,63481.14478,926.5232819,808.8746566,1045.877705,3444.552033,3242.695992,3640.966572,168546.8732,164359.6124,172919.9795,45872.09651,44748.44236,46976.93029,27610.02607,26604.3474,28583.10001,13114.30147,12486.58187,13735.03036,13509.42039,13225.34642,13783.06094,48858.59956,45398.81344,52433.88361,3267.409366,3180.705467,3347.051378,74832.58879,73334.76151,76214.13853,121798.0402,117842.1474,125736.4492,68210.74862,64911.8094,71645.35733,39334.17161,38451.78751,40209.87813,21746.95337,21342.6359,22117.30217,17406.78457,16887.59049,17955.31061,549.6323209,499.677392,596.3477201,20617.39104,19893.07159,21390.09011,11234.86348,10961.79579,11497.24472,6303.048917,6149.104614,6443.406275,184323.7045,175652.6906,192027.2221,10898.70161,10651.06865,11155.93532,411118.7771,389407.7944,434340.3582,42869.79472,41891.61422,43889.01606,3795.910595,3708.332711,3878.891367,48255.32592,47079.33946,49436.45331,8709.588067,8503.215205,8930.234673,5464.031707,5307.344238,5623.428965,95086.62384,92043.13054,97910.94755,19097.79246,18452.26347,19730.81156,15875.81962,15546.72934,16239.6554,6904.031341,6744.28763,7057.868711,31527.92426,30848.70751,32197.24776,91462.98173,89670.61712,93272.23929,13532.41673,13303.49812,13784.24084,1051.576489,958.6322349,1148.563595,65842.82663,64559.98041,67289.06074,26789.31325,25654.8223,27823.64765,2626.80916,2548.22911,2708.08742,26809.39452,26298.41107,27379.29043,1159.078114,1127.588108,1189.282747
6/25/2020,26314.7567,25767.69124,26928.22028,520.9079691,489.7768642,556.6724354,29688.55413,29024.97116,30339.31594,10523.12227,10242.0925,10816.61098,161130.0384,158021.9728,164319.0163,33877.45768,32932.44128,34725.47841,53206.45665,51373.53979,55192.23542,13245.31286,12904.18779,13545.06102,11885.59684,11492.12438,12229.29695,73725.1572,70972.1333,76242.15565,62888.84138,61570.65902,64314.77756,931.98747,804.6979871,1049.629475,3481.99302,3264.652798,3700.514297,170346.4035,165975.294,175035.9912,46356.28701,45149.3116,47565.87323,27950.45819,26882.94268,28952.06633,13258.76463,12591.17168,13929.74377,13659.74861,13361.28491,13970.03718,49356.81788,45650.09365,53273.77892,3310.792257,3213.898059,3397.27149,75743.40864,74086.2351,77203.30105,122774.0986,118241.8639,127072.3695,68686.26479,65107.18011,72338.28642,39936.76768,38989.4808,40843.01061,22023.99522,21586.02125,22414.75495,17583.9636,17002.66786,18148.59217,553.0738961,498.5630438,604.9557844,20897.5413,20121.26051,21739.66956,11355.38969,11055.55173,11636.08831,6373.87717,6206.469792,6533.093426,185350.2274,175964.4076,193353.6143,11030.15277,10761.58891,11310.53478,412647.166,389556.5129,438622.8041,43569.17411,42539.36282,44634.02904,3847.381023,3760.000389,3935.441863,48773.28173,47505.15505,49998.70608,8806.097545,8573.751272,9036.627319,5522.460783,5350.196586,5691.250474,95875.05908,92598.86929,98991.32778,19275.7992,18578.55251,19968.48649,16058.53183,15720.0288,16436.78068,6981.685624,6808.897472,7156.205984,31885.33804,31181.21695,32647.79404,92717.45622,90753.52041,94734.01139,13701.45996,13452.08293,13987.6246,1052.331432,949.688754,1160.050222,66708.87774,65308.54427,68333.13154,27042.04046,25835.34142,28181.03085,2659.934675,2572.376646,2748.72267,27209.84332,26662.13697,27793.09571,1169.673221,1137.818975,1200.414753
6/26/2020,26682.54071,26052.29803,27341.4458,523.6629523,490.149637,561.622156,30118.54744,29400.00824,30836.20574,10701.14613,10402.1497,10990.97877,163273.5889,159935.1138,166748.7428,34199.77655,33162.75602,35115.29772,53614.72339,51511.83084,55811.87754,13386.14974,13029.49466,13702.54354,12016.21094,11593.40411,12376.60541,74547.61488,71655.35381,77285.47299,63585.94837,62145.01764,65125.76762,938.6727169,824.0282642,1067.17063,3517.426094,3280.115531,3746.130875,172439.6,167461.2961,177226.3119,46864.38172,45564.59547,48131.57861,28303.72611,27130.77029,29375.14672,13408.48788,12647.27196,14149.58889,13830.66091,13504.17276,14135.25929,49792.71971,45793.69588,54137.66246,3356.662233,3253.039305,3449.377284,76751.02187,75004.43596,78321.48982,123785.1678,119132.672,128540.8095,69189.27563,65421.65338,73091.32861,40557.34645,39566.72263,41542.57278,22308.67745,21848.54331,22729.99568,17752.09675,17146.86131,18390.31597,554.4959552,495.2303899,606.9002382,21197.72524,20360.24075,22107.18172,11471.01807,11141.67126,11769.75432,6448.50273,6266.397837,6614.650692,186268.2105,176204.535,194859.147,11177.78251,10880.27658,11483.60649,414171.0881,389191.5796,442155.4066,44228.10063,43109.90737,45369.78061,3896.547565,3804.924579,3983.535185,49331.15753,47997.30423,50688.47017,8903.724164,8657.115729,9152.297052,5570.773385,5386.785884,5749.395517,96715.69622,93215.19932,100077.1394,19451.27177,18709.96438,20184.00117,16242.79043,15859.08529,16631.33511,7057.478093,6868.399733,7225.168323,32241.09229,31444.53185,32981.56161,94008.46875,92021.64332,96217.29774,13884.12758,13616.64969,14186.13781,1059.534474,949.7940825,1173.760999,67727.91085,66227.76808,69415.35607,27282.59679,25949.47783,28444.39183,2689.937444,2599.697677,2775.152201,27619.28259,27024.01607,28251.59486,1179.758216,1143.531792,1211.501532
6/27/2020,27043.44599,26339.51308,27715.22825,525.092601,488.7756163,565.4379821,30483.90749,29727.70914,31174.58279,10803.06859,10496.36623,11121.18633,165175.6098,161631.3139,168924.0174,34575.63125,33455.14867,35611.60057,54117.08012,51974.04185,56511.0308,13564.66851,13191.19009,13881.45249,12170.90187,11714.98287,12593.13808,75278.31199,72131.65283,78361.89489,64230.56035,62593.93648,65861.45939,954.0209953,829.154401,1076.581211,3542.314266,3282.729884,3792.867146,174915.1768,169720.1624,180197.2562,47413.5727,45983.0007,48782.24383,28687.62519,27416.55596,29878.23073,13595.16729,12792.75078,14381.24666,13995.10594,13652.72197,14341.41682,50209.33204,45991.68429,54821.68501,3402.250365,3294.336686,3500.073949,77835.08391,75968.4952,79480.84194,125027.0997,119832.4368,130127.5196,69766.47021,65689.72439,74068.72795,41272.11884,40168.14006,42268.54104,22613.40433,22139.22911,23080.35502,17920.98128,17272.76639,18576.95479,555.3219883,491.7481142,612.4165127,21526.56425,20639.5173,22504.28586,11593.22923,11252.49506,11915.8867,6530.421732,6344.258794,6711.897239,187486.2189,176789.213,196579.9642,11312.94487,10995.81335,11638.1573,416619.8571,389543.1854,446987.6583,44871.2288,43677.8536,46089.759,3960.355091,3859.945584,4056.661861,49967.94822,48513.09579,51433.73715,9001.187513,8731.13843,9268.575905,5618.698423,5408.238397,5805.719451,97748.8301,94036.20209,101504.2354,19678.48076,18885.2817,20457.75871,16443.31075,16006.18822,16877.35674,7158.693835,6966.683677,7349.37233,32609.0165,31808.84755,33483.3485,95086.93158,92811.46821,97435.75508,14046.95154,13760.53743,14381.83185,1062.96354,942.0289094,1185.735735,68699.17483,67028.13679,70503.43337,27500.73467,26093.03618,28791.85646,2719.564978,2624.983475,2822.321794,28019.55085,27408.22664,28674.38574,1192.392732,1157.469124,1225.920378
6/28/2020,27404.95181,26668.58829,28163.28549,528.2538357,487.3567673,570.8219988,30934.87649,30118.5321,31688.55956,10938.05317,10624.20464,11279.13932,167353.3442,163495.545,171251.1077,35016.15287,33829.88273,36118.18058,54488.39183,52298.77621,56993.17892,13695.69734,13299.27744,14039.05557,12304.47498,11817.33061,12737.73164,76011.5049,72730.92499,79204.1006,64809.29731,63102.38243,66589.68141,959.6072527,824.5268233,1080.645935,3565.475282,3299.604421,3835.65739,176966.3871,171209.5293,182762.6098,47936.76739,46418.79607,49363.26322,29052.70001,27706.26581,30318.05058,13713.10906,12832.80959,14546.90303,14166.26302,13798.18674,14537.72478,50531.38275,45870.7559,55557.37298,3445.043454,3331.42811,3550.660524,78812.918,76776.8211,80581.83289,126054.19,120529.9208,131534.2304,70165.92361,65927.72868,74754.90027,41937.15908,40821.63147,43096.89547,22917.87792,22396.36661,23405.73951,18073.07053,17393.75769,18787.56144,558.9887393,493.4345128,619.2731441,21826.41833,20865.11232,22863.91367,11713.26347,11358.05191,12069.63687,6601.861408,6398.155139,6797.597399,188585.3732,176829.1144,198678.0777,11448.56217,11110.31183,11799.46669,418689.5627,389884.575,450794.0138,45532.8612,44298.83904,46839.95885,4012.42595,3905.466421,4115.309137,50553.68221,48978.87138,52149.06932,9094.160882,8814.796277,9367.26895,5684.834073,5467.189128,5885.752618,98500.62874,94290.508,102493.8001,19863.67909,19002.09418,20735.55672,16640.01752,16179.42728,17118.44493,7249.470432,7035.54845,7460.37632,33027.33359,32152.76924,33962.59559,96287.62667,93887.20348,98815.23261,14230.19306,13919.46239,14560.07826,1066.266526,935.2864826,1199.385069,69640.45958,67868.03244,71555.80321,27756.49355,26278.45092,29113.22544,2748.434895,2645.467136,2851.875659,28432.7864,27771.4423,29142.25422,1202.726973,1165.587663,1237.488444
6/29/2020,27770.38312,27032.45943,28530.79626,531.3660058,490.5945394,574.995164,31340.3222,30448.69276,32143.60706,11101.15184,10766.62256,11437.53397,169355.903,165242.8954,173667.5801,35276.27899,34007.66123,36466.3361,54998.70555,52534.91287,57688.82503,13855.38445,13443.40659,14231.54835,12425.53161,11893.07483,12882.50978,76747.80482,73123.5081,80184.0868,65425.8351,63610.22652,67358.38591,963.6893163,845.2554901,1095.755621,3583.045868,3297.881389,3864.588193,178920.9754,172973.1027,184950.1062,48411.04404,46740.77933,50049.40091,29391.60644,27936.28969,30748.13378,13829.03714,12904.82468,14708.13369,14274.02267,13875.07964,14665.55559,50910.4978,46122.36472,56287.82577,3488.964555,3359.438442,3603.312879,79753.17818,77584.03057,81724.36594,126860.1052,120988.9167,132731.7058,70611.00735,66017.15107,75485.26156,42562.50101,41325.64218,43760.70592,23169.86003,22604.62946,23695.32488,18249.18279,17545.06669,19012.90683,559.6747164,487.6896599,627.0176274,22080.27503,21040.48398,23215.19106,11832.92685,11455.48857,12203.5661,6682.228132,6460.313511,6890.632522,189722.0235,177407.2638,200230.3211,11574.82628,11212.22186,11940.16136,420170.1243,389976.7128,454607.5316,46156.60224,44828.29738,47432.47799,4061.104141,3950.188811,4172.173731,51092.78871,49452.87793,52774.70144,9177.961512,8875.562237,9483.767234,5728.096266,5497.332103,5945.28286,99250.03936,94731.12076,103520.2074,20025.52156,19119.95735,20959.24944,16838.96563,16383.18987,17371.14751,7325.14358,7120.069887,7538.066649,33342.66994,32460.10959,34327.40194,97446.54459,94930.22544,100083.5014,14402.70155,14078.2632,14767.60624,1069.084092,929.7249179,1203.155138,70549.19796,68706.48201,72664.51234,27986.73235,26368.45783,29410.27392,2776.378248,2665.152538,2887.884157,28786.55768,28069.73267,29594.31988,1212.079371,1171.576875,1252.990045
